brand,model,count,avg_price,min_price,max_price,min_year,max_year,avg_mileage
Nissan,X-Trail SE Top (2WD),1,11000000.0,11000000,11000000,2020,2020,20805.0
Opel,Combo,1,3200000.0,3200000,3200000,2007,2007,297725.0
Opel,Corsa,1,3000000.0,3000000,3000000,2008,2008,
Opel,Frontera,1,2300000.0,2300000,2300000,1992,1992,
Opel,Omega,1,2200000.0,2200000,2200000,1997,1997,320000.0
Peugeot,206,1,2100000.0,2100000,2100000,2007,2007,236000.0
Peugeot,407,1,3000000.0,3000000,3000000,2007,2007,177000.0
Peugeot,Partner,1,1950000.0,1950000,1950000,2007,2007,250000.0
Polar,Stone Jishi 01,1,28686540.0,28686540,28686540,2025,2025,
Polestar,2,1,10500000.0,10500000,10500000,2021,2021,6000.0
Porsche,911 Carrera GTS,1,153244200.0,153244200,153244200,2026,2026,
Porsche,Cayenne E-Hybrid,1,99000000.0,99000000,99000000,2025,2025,8.0
Porsche,Cayenne GTS,1,123643800.0,123643800,123643800,2025,2025,
Porsche,Cayenne S,1,106416300.0,106416300,106416300,2025,2025,8.0
Porsche,Macan GTS,1,82606860.0,82606860,82606860,2025,2025,20.0
Porsche,Macan T,1,63232200.0,63232200,63232200,2026,2026,
Porsche,Taycan 4S,1,43990000.0,43990000,43990000,2022,2022,55.0
Porsche,Taycan 4S Cross Turismo,1,86600000.0,86600000,86600000,2025,2025,
Porsche,Taycan GTS,1,95900000.0,95900000,95900000,2025,2025,
Porsche,Taycan Turbo,1,101400000.0,101400000,101400000,2025,2025,
RAM,1500,1,32000000.0,32000000,32000000,2023,2023,72000.0
Ravon,R4,1,4900000.0,4900000,4900000,2019,2019,114000.0
Renault,Arkana,1,7000000.0,7000000,7000000,2021,2021,78000.0
Renault,Kangoo,1,21400000.0,21400000,21400000,2025,2025,
Renault,Koleos,1,12790000.0,12790000,12790000,2023,2023,18782.0
Renault,Megane,1,3600000.0,3600000,3600000,2014,2014,150000.0
Renault,Scenic,1,1550000.0,1550000,1550000,2001,2001,200000.0
Renault,Trafic,1,1700000.0,1700000,1700000,1997,1997,
Rolls-Royce,Cullinan,1,215000000.0,215000000,215000000,2023,2023,
Rolls-Royce,Ghost,1,89000000.0,89000000,89000000,2013,2013,20000.0
Rox,01 VIP+,1,28700000.0,28700000,28700000,2026,2026,
Saab,9-3,1,3000000.0,3000000,3000000,2004,2004,196000.0
Skoda,Felicia,1,580000.0,580000,580000,1997,1997,
Skoda,Kodiaq Sportline Plus,1,25990000.0,25990000,25990000,2026,2026,
Skoda,Octavia Sportline,1,14990000.0,14990000,14990000,2025,2025,
Soueast,S09 Flagship,1,13490000.0,13490000,13490000,2026,2026,
SsangYong,Nomad,1,6000000.0,6000000,6000000,2014,2014,190000.0
Subaru,Crosstrek,1,10700000.0,10700000,10700000,2021,2021,62969.0
Subaru,Forester Premium +,1,19400000.0,19400000,19400000,2025,2025,6889.0
Subaru,Outback Premium,1,25690000.0,25690000,25690000,2025,2025,
Suzuki,Swift,1,4800000.0,4800000,4800000,2012,2012,134000.0
Suzuki,Vitara,1,5500000.0,5500000,5500000,2015,2015,180000.0
Tank,300,1,16000000.0,16000000,16000000,2023,2023,55000.0
Tank,300 Tech Plus,1,22590000.0,22590000,22590000,2026,2026,
Tank,500,1,23999999.0,23999999,23999999,2024,2024,17000.0
Tank,500 Black,1,32990000.0,32990000,32990000,2026,2026,
Tank,700 Platinum Ultra,1,50600000.0,50600000,50600000,2025,2025,
Tesla,Model Y,1,16500000.0,16500000,16500000,2021,2021,37000.0
Toyota,Altezza,1,3800000.0,3800000,3800000,2002,2002,284849.0
Toyota,Auris,1,4500000.0,4500000,4500000,2008,2008,
Toyota,C-HR,1,9300000.0,9300000,9300000,2018,2018,84621.0
Toyota,Camry Luxe eCVT,1,24990000.0,24990000,24990000,2025,2025,16361.0
Toyota,Carina,1,950000.0,950000,950000,1996,1996,370000.0
Toyota,Cresta,1,3000000.0,3000000,3000000,1996,1996,500000.0
Toyota,Crown,1,1700000.0,1700000,1700000,1993,1993,
Toyota,Granvia,1,4400000.0,4400000,4400000,1996,1996,
Toyota,Hilux Comfort,1,18900000.0,18900000,18900000,2019,2019,188961.0
Toyota,Land Cruiser GR Sport,1,64000000.0,64000000,64000000,2025,2025,
Toyota,Land Cruiser Luxe,1,31000000.0,31000000,31000000,2015,2015,89480.0
Toyota,Land Cruiser Prado Luxe,1,51890000.0,51890000,51890000,2025,2025,
Toyota,Land Cruiser Prado Luxe+,1,41500000.0,41500000,41500000,2024,2024,29772.0
Toyota,Lite Ace,1,4000000.0,4000000,4000000,1997,1997,240000.0
Toyota,Noah,1,6500000.0,6500000,6500000,2002,2002,419000.0
Toyota,Picnic,1,4000000.0,4000000,4000000,2000,2000,400000.0
Toyota,Prius,1,6000000.0,6000000,6000000,2012,2012,
Toyota,Progres,1,7000000.0,7000000,7000000,2007,2007,33000.0
Toyota,Raize,1,9800000.0,9800000,9800000,2023,2023,18000.0
Toyota,Rush,1,9500000.0,9500000,9500000,2022,2022,59500.0
Toyota,Town Ace Noah,1,3100000.0,3100000,3100000,1999,1999,379600.0
Toyota,Urban Cruiser,1,5500000.0,5500000,5500000,2011,2011,135000.0
Toyota,Veloz,1,10600000.0,10600000,10600000,2023,2023,39000.0
Toyota,Vitz,1,1700000.0,1700000,1700000,1999,1999,500.0
Toyota,Voxy,1,5300000.0,5300000,5300000,2008,2008,225000.0
Toyota,Will Vi,1,2400000.0,2400000,2400000,2000,2000,340000.0
Volkswagen,Amarok,1,12800000.0,12800000,12800000,2014,2014,120000.0
Volkswagen,Atlas,1,18500000.0,18500000,18500000,2022,2022,79000.0
Volkswagen,Beetle,1,3000000.0,3000000,3000000,2001,2001,1000.0
Volkswagen,Bora,1,2600000.0,2600000,2600000,2002,2002,
Volkswagen,Caravelle,1,9500000.0,9500000,9500000,2013,2013,497000.0
Volkswagen,ID.4,1,12500000.0,12500000,12500000,2022,2022,18000.0
Volkswagen,ID.6,1,13580000.0,13580000,13580000,2023,2023,40000.0
Volkswagen,Passat CC,1,5500000.0,5500000,5500000,2013,2013,150000.0
Volkswagen,Teramont,1,18900000.0,18900000,18900000,2022,2022,31644.0
Volkswagen,e-Bora,1,7000000.0,7000000,7000000,2021,2021,92000.0
Volvo,850,1,600000.0,600000,600000,1992,1992,
Volvo,S90,1,4000000.0,4000000,4000000,1997,1997,397000.0
Volvo,XC90,1,3800000.0,3800000,3800000,2004,2004,235000.0
Wuling,Hongguang V,1,7950000.0,7950000,7950000,2024,2024,20.0
Xiaomi,SU7 Ultra,1,27790000.0,27790000,27790000,2025,2025,100.0
ZX,GrandLion,1,22200000.0,22200000,22200000,2025,2025,
Zeekr,001 Premium,1,23590000.0,23590000,23590000,2025,2025,
Zeekr,001 YOU,1,24000000.0,24000000,24000000,2024,2024,
Zeekr,009,1,34900000.0,34900000,34900000,2025,2025,15700.0
Zeekr,7X Ultra,1,23190000.0,23190000,23190000,2026,2026,
iCar,03,1,10800000.0,10800000,10800000,2024,2024,13000.0
ВАЗ,(Lada) 2103,1,1800000.0,1800000,1800000,1975,1975,
ВАЗ,(Lada) Granta,1,3400000.0,3400000,3400000,2022,2022,150000.0
ВАЗ,(Lada) Granta 2194,1,4500000.0,4500000,4500000,2018,2018,150000.0
ВАЗ,(Lada) Kalina 1117,1,1800000.0,1800000,1800000,2011,2011,160000.0
ВАЗ,(Lada) Kalina 2192,1,2000000.0,2000000,2000000,2014,2014,100000.0
ВАЗ,(Lada) Vesta SW Cross,1,6500000.0,6500000,6500000,2020,2020,87000.0
ГАЗ,21 (Волга),1,8500000.0,8500000,8500000,1964,1964,24000.0
ГАЗ,24 (Волга),1,3500000.0,3500000,3500000,1977,1977,48000.0
ГАЗ,69,1,600000.0,600000,600000,1971,1971,
ГАЗ,ГАЗель NEXT A31R33,1,16125000.0,16125000,16125000,2026,2026,
ГАЗ,ГАЗель NEXT A32R33,1,16629000.0,16629000,16629000,2025,2025,
ГАЗ,Соболь,1,3500000.0,3500000,3500000,2008,2008,
ЗАЗ,Chance,1,800000.0,800000,800000,2013,2013,170000.0
ИЖ,2717,1,1900000.0,1900000,1900000,2006,2006,20000.0
УАЗ,469,1,5000000.0,5000000,5000000,1982,1982,
УАЗ,Pickup,1,3750000.0,3750000,3750000,2014,2014,
УАЗ,Буханка,1,2300000.0,2300000,2300000,2010,2010,150000.0
УАЗ,Профи Комфорт,1,15670000.0,15670000,15670000,2025,2025,25.0
УАЗ,Профи Стандарт,1,15020000.0,15020000,15020000,2025,2025,25.0
