brand,model,count,avg_price,min_price,max_price,min_year,max_year,avg_mileage
Toyota,Camry,320,9506854.740625,1100000,25200000,1992,2025,180092.2619047619
Toyota,Land Cruiser Prado,73,17135479.438356165,4000000,41500000,1993,2025,201329.08333333334
Hyundai,Sonata,67,9428009.776119404,1900000,18000000,2004,2025,118412.10769230769
Hyundai,Tucson,67,11678298.432835821,500000,17000000,2004,2025,75814.86885245901
Hyundai,Accent,64,5673437.484375,450000,9500000,2008,2022,162369.9818181818
Hyundai,Elantra,62,7740645.161290322,1690000,10500000,2003,2025,101422.59649122808
Hyundai,Grandeur,57,9303473.684210526,4398000,22500000,2007,2022,159974.66666666666
Toyota,Land Cruiser,57,25167836.210526317,7200000,64000000,1998,2025,205648.60869565216
BMW,X5,54,18866257.185185187,1600000,60000000,2000,2024,162117.61363636365
Chevrolet,Cobalt,51,5455294.117647059,4000000,6790000,2020,2026,68954.02380952382
Toyota,RAV4,48,10073240.708333334,2470000,22000000,1995,2025,160473.44444444444
Volkswagen,Passat,48,1890416.6458333333,600000,4950000,1988,2011,276239.7586206897
ГАЗ,ГАЗель,48,6262083.333333333,1500000,13400000,1996,2024,203353.0294117647
ВАЗ,(Lada) Priora 2170,45,2566553.0444444446,666000,4550000,2007,2017,231793.8148148148
Hyundai,Santa Fe,43,13303255.767441861,1500000,27500000,2001,2025,108318.56410256411
ВАЗ,(Lada) Granta 2190,43,2846511.6279069767,1040000,5900000,2012,2025,166334.86842105264
Kia,K5,39,9853053.58974359,3000000,14869090,2010,2025,102291.64864864865
Toyota,Corolla,39,6818461.538461538,1300000,14400000,1998,2025,140974.64516129033
Kia,Sportage,38,10923947.368421054,3350000,19000000,2005,2026,103274.79411764706
Volkswagen,Golf,35,1760431.0285714285,125086,7950000,1991,2014,237982.85714285713
Kia,Rio,34,5735294.117647059,3300000,8200000,2012,2022,146737.39393939395
Subaru,Outback,33,7440909.090909091,3200000,19200000,2000,2024,191761.1851851852
Kia,Sorento,32,15319062.5,5900000,23500000,2006,2025,87929.7
Toyota,Highlander,32,18759375.0,6300000,39000000,2001,2025,156541.79166666666
Volkswagen,Polo,30,5399703.566666666,3100000,7890000,2011,2021,149566.42857142858
Audi,A6,29,4343869.724137931,1000000,20000000,1994,2017,298553.1
Audi,100,28,1740714.2857142857,750000,3000000,1986,1994,318683.85714285716
Kia,K7,28,9308928.57142857,4650000,15500000,2012,2021,187279.73913043478
Daewoo,Nexia,27,1564407.4074074074,300000,2500000,2004,2014,243139.26315789475
Subaru,Forester,27,9149259.25925926,1750000,24900000,1997,2026,138703.875
ВАЗ,(Lada) 2114,27,1508346.4444444445,600000,2650000,2005,2013,249927.47368421053
Toyota,Alphard,25,8685999.92,3500000,33000000,2003,2016,231588.66666666666
Changan,CS55 Plus,24,9456962.958333334,7800000,11000000,2023,2026,18456.222222222223
Lexus,LX 570,24,30547500.0,14990000,88000000,2008,2025,189673.47619047618
Deepal,S07,23,12813913.043478262,11100000,15000000,2024,2026,3683.714285714286
Kia,Cerato,23,6716521.739130435,2500000,12500000,2007,2023,145039.1052631579
Lexus,RX 350,23,15952608.695652174,6790000,39000000,2006,2025,161107.47826086957
ВАЗ,(Lada) Priora 2172,23,2043450.652173913,1100000,3200000,2008,2015,211825.64285714287
Mercedes-Benz,E 320,22,4596363.590909091,800000,8000000,1992,2004,306844.6153846154
Mitsubishi,Pajero,21,5480952.380952381,2000000,12100000,1991,2013,262799.0909090909
Toyota,Sienna,20,12577499.95,3500000,21500000,1997,2021,199652.16666666666
Chevrolet,Nexia,19,4508947.368421053,3200000,5600000,2020,2023,102557.0
Hyundai,Palisade,19,24830526.315789472,17000000,36100000,2019,2025,46500.444444444445
Land,Rover Range Rover,19,26899473.63157895,5600000,95000000,2007,2026,155981.25
Lexus,RX 300,19,9910526.315789474,3900000,26900000,1998,2022,181738.07142857142
Subaru,Legacy,19,2183157.8947368423,450000,5500000,1991,2010,266771.0909090909
Audi,80,17,1207647.0588235294,550000,1800000,1988,1995,333285.125
Nissan,Qashqai,17,7322394.352941177,2850000,10200000,2007,2020,111069.125
ВАЗ,(Lada) Lada 2121,17,3910588.2352941176,600000,7000000,2004,2024,70571.28571428571
Chevrolet,Cruze,16,3661875.0,2500000,5000000,2010,2015,165931.33333333334
Opel,Astra,16,1888125.0,710000,2900000,1992,2010,286307.6923076923
ВАЗ,(Lada) Largus,16,3643750.0,2400000,5500000,2013,2021,258600.0
BMW,528,15,7023333.333333333,2650000,11000000,1995,2014,277833.3333333333
BMW,530,15,15460000.0,2500000,44800000,1993,2025,154162.57142857142
BYD,Destroyer 05,15,7806466.666666667,7300000,8250000,2025,2026,2027.25
Changan,CS55 Plus Tech,15,9916666.666666666,7900000,11290000,2024,2026,3593.6666666666665
Hyundai,Creta,15,8629333.333333334,7140000,9890000,2016,2022,107585.15384615384
Mitsubishi,Delica,15,4356666.666666667,1700000,12000000,1991,2010,228760.0
Nissan,Almera,15,3334666.6666666665,660000,5200000,2004,2018,216948.2
Skoda,Rapid,15,4382000.0,2400000,7500000,2013,2020,164377.93333333332
BMW,525,14,2707142.8571428573,1100000,5800000,1990,2005,147428.5
BMW,X7 XDrive 40i,14,71232402.57142857,29561000,105327000,2019,2026,39226.875
Nissan,Patrol,14,13453571.42857143,2800000,38950000,1995,2026,208180.0
Toyota,Hilux,14,14353571.42857143,7000000,27500000,2009,2023,229193.3076923077
ВАЗ,(Lada) 2115,14,1218806.857142857,650000,2190000,2001,2012,285165.8181818182
ВАЗ,(Lada) Priora 2171,14,1875124.0,1380000,3000000,2011,2014,262059.27272727274
ГАЗ,ГАЗель NEXT A21R23,14,12500000.0,12500000,12500000,2026,2026,
ГАЗ,ГАЗель NEXT A22R33,14,13372000.0,13372000,13372000,2025,2026,
ГАЗ,ГАЗель NEXT A65R33,14,17769000.0,17769000,17769000,2026,2026,
Mercedes-Benz,E 280,13,2280769.230769231,1200000,3750000,1992,1999,349839.3333333333
Mercedes-Benz,S 500,13,14253076.923076924,2500000,63000000,1997,2021,197918.0
Mitsubishi,Outlander,13,7243076.923076923,5100000,13900000,2007,2022,187101.22222222222
Nissan,X-Trail,13,8000000.0,4300000,11990000,2007,2021,149419.63636363635
Opel,Vectra,13,889230.7692307692,290000,1800000,1988,2004,299052.85714285716
Renault,Duster,13,5188461.538461538,3500000,7500000,2013,2022,147162.81818181818
ГАЗ,ГАЗель 33027,13,10899000.0,10899000,10899000,2026,2026,
ГАЗ,ГАЗель NEXT A31R23,13,15797000.0,15797000,15797000,2026,2026,
ГАЗ,ГАЗель NEXT A32R23,13,16206000.0,16206000,16206000,2026,2026,
ГАЗ,Соболь 23107,13,11435000.0,11435000,11435000,2026,2026,
ГАЗ,Соболь 27527,13,12096000.0,12096000,12096000,2026,2026,
BMW,535,12,10966666.666666666,6000000,14500000,2010,2016,195555.55555555556
Kia,Seltos,12,10477583.333333334,9000000,16500000,2020,2024,43921.916666666664
Li,L7,12,25208333.25,22000000,30999999,2024,2025,22079.2
Mazda,626,12,1900000.0,350000,3500000,1990,1999,282690.75
Mercedes-Benz,E 200,12,10016666.666666666,400000,50000000,1988,2025,259039.88888888888
Mercedes-Benz,E 220,12,1865000.0,1000000,3850000,1990,2002,204863.75
Mitsubishi,Montero Sport,12,7200000.0,3700000,26000000,1998,2025,194642.75
Nissan,Juke,12,4805000.0,3800000,5290000,2011,2014,160550.45454545456
Toyota,4Runner,12,16816666.666666668,3200000,39500000,1995,2026,231453.8
Toyota,Camry Luxe,12,19309249.916666668,10550000,24690000,2016,2025,60349.454545454544
Zeekr,001,12,16174166.666666666,13500000,18590000,2023,2024,36175.416666666664
Li,L7 Pro,11,25347727.272727273,23700000,28000000,2025,2026,39.0
Nissan,Cefiro,11,1565454.5454545454,850000,2400000,1995,2000,337236.25
Porsche,Cayenne,11,27163636.363636363,5000000,110000000,2004,2023,126060.45454545454
Honda,CR-V,10,6744000.0,2600000,23900000,1995,2025,266455.28571428574
Hyundai,Bayon,10,7807000.0,7000000,8500000,2023,2024,42055.444444444445
Kia,Optima,10,5926700.0,2950000,7700000,2012,2019,135440.88888888888
Lexus,ES 300,10,4510000.0,1500000,6500000,1995,2003,224600.0
Lynk,& Co 900,10,32349999.9,29500000,35000000,2025,2026,598.5714285714286
OMODA,C5,10,7990000.0,7990000,7990000,2025,2025,
OMODA,C5 Premium,10,9490000.0,9490000,9490000,2025,2025,
ВАЗ,(Lada) Vesta,10,4155000.0,3600000,4650000,2017,2021,100333.33333333333
ВАЗ,(Lada) Vesta SW Comfort MT,10,8190000.0,8190000,8190000,2025,2025,
BMW,540,9,18000000.0,3400000,25000000,1994,2020,120888.875
Chevrolet,Cobalt Elegant AT,9,6358888.888888889,6290000,6490000,2025,2026,13.5
Daewoo,Gentra,9,3733333.3333333335,3000000,4150000,2012,2015,207714.2857142857
Daewoo,Matiz,9,1510000.0,990000,2400000,2007,2013,143288.77777777778
Dodge,RAM,9,46110888.88888889,25500000,65000000,2021,2025,25015.285714285714
Honda,Odyssey,9,4911111.111111111,1450000,18500000,1996,2020,249221.5
Lexus,ES 250,9,18572222.222222224,10500000,23500000,2014,2022,110859.88888888889
Li,L6,9,21376666.666666668,19800000,22500000,2024,2026,9944.42857142857
Li,L6 Pro,9,20938888.888888888,19550000,22600000,2025,2026,16.666666666666668
OMODA,S5 Prestige,9,7990000.0,7990000,7990000,2025,2025,
Ravon,Nexia R3,9,4355555.555555556,3000000,5400000,2017,2023,128598.85714285714
Toyota,Sequoia,9,50311111.11111111,18000000,67000000,2010,2026,125345.0
ВАЗ,(Lada) Granta 2191,9,3842222.222222222,2900000,4900000,2015,2023,72371.0
BYD,Qin L DM-i Leading,8,10215000.0,9450000,10790000,2025,2025,20.0
Changan,CS75 Plus Comfort,8,11216250.0,11090000,11590000,2025,2026,
Changan,X5 Plus,8,7967918.875,7450000,8300000,2025,2026,3057.5
Kia,Cee'd,8,9700000.0,5500000,12000000,2013,2025,51070.0
Lexus,LX 600,8,78250000.0,70000000,85000000,2022,2025,34423.0
Lexus,RX 330,8,7231250.0,5000000,10200000,2003,2005,208248.0
Mercedes-Benz,E 230,8,1141250.0,680000,1700000,1990,1993,285354.6666666667
Mercedes-Benz,G 63 AMG,8,75437499.875,27000000,150000000,2014,2026,93929.14285714286
Mercedes-Benz,S 320,8,4406250.0,1200000,15000000,1993,2000,223822.4
Nissan,Maxima,8,2162500.0,1000000,3200000,1996,2004,250251.5
Toyota,Carina E,8,1812500.0,1300000,2450000,1994,1997,326185.0
Toyota,Mark II,8,2381250.0,1100000,3900000,1995,2001,293200.0
Volkswagen,Tiguan,8,11225000.0,8500000,16000000,2014,2022,84406.625
Zeekr,9X,8,52274875.0,47000000,57999000,2025,2026,90.0
ВАЗ,(Lada) Granta 2191 Classic'24,8,5890000.0,5890000,5890000,2025,2025,
ВАЗ,(Lada) Kalina 2194,8,3050000.0,2500000,3800000,2013,2017,184666.66666666666
Audi,A4,7,6578571.428571428,1550000,19500000,1995,2022,252568.4
BMW,520,7,8028571.428571428,1150000,33000000,1991,2024,181222.2
BMW,M5,7,73474853.14285715,25000000,116323972,2015,2026,74444.33333333333
Cadillac,Escalade,7,29857142.85714286,13000000,62000000,2006,2021,144000.0
Changan,CS75 Plus,7,10740000.0,10190000,11400000,2024,2026,7980.25
Chevrolet,Monza,7,6907142.857142857,6200000,8500000,2023,2024,42666.666666666664
GAC,GS4 Max Lux 2.0,7,14990000.0,14990000,14990000,2025,2025,
Land,Rover Range Rover Sport,7,13441428.57142857,3500000,28500000,2005,2018,161495.2
Lexus,ES 350,7,15307142.857142856,6300000,25000000,2008,2022,194361.42857142858
Lynk,& Co 900 2.0T Ultra,7,30900000.0,28500000,33000000,2025,2026,10.0
Mercedes-Benz,E 500,7,6657142.857142857,4200000,8500000,1999,2005,206093.42857142858
OMODA,C7 Premium Plus,7,10990000.0,10990000,10990000,2025,2025,
OMODA,S5 Life,7,7490000.0,7490000,7490000,2025,2025,
Toyota,Avensis,7,3657142.8571428573,2200000,5000000,1998,2007,228075.33333333334
ВАЗ,(Lada) Granta 2190 Classic'24,7,5690000.0,5690000,5690000,2025,2025,
ВАЗ,(Lada) Vesta Comfort CVT,7,7990000.0,7990000,7990000,2025,2025,
ГАЗ,ГАЗель NEXT,7,14857141.42857143,9700000,18299990,2013,2024,64214.28571428572
BMW,320,6,4390000.0,1700000,8900000,1994,2012,296000.0
BMW,X6,6,13666666.666666666,8800000,22000000,2008,2017,166308.4
BYD,FangChengBao Leopard 5,6,25933333.333333332,21000000,28500000,2023,2026,33.5
BYD,FangChengBao Titanium 3,6,14346666.666666666,12900000,15890000,2025,2025,1401.3333333333333
Changan,CS55 Plus Luxe,6,9635450.0,9450000,9800000,2025,2026,10.0
Chery,Tiggo 7 Pro,6,7600000.0,6600000,9600000,2022,2025,50600.0
Chevrolet,Malibu,6,7166649.833333333,4999999,9500000,2013,2020,140833.33333333334
Chevrolet,Tracker Premier,6,8950000.0,4490000,10740000,2014,2025,73295.0
Hyundai,Avante,6,11665000.0,9700000,12400000,2021,2023,40842.5
Hyundai,Mufasa,6,11723333.333333334,11000000,13150000,2023,2026,21320.0
Infiniti,QX80,6,36965000.0,15200000,88990000,2014,2025,123480.4
Kia,K8,6,17058333.333333332,15000000,19000000,2021,2025,56201.5
Kia,Rio X-Line,6,7232882.833333333,6297297,8500000,2018,2022,107209.83333333333
Kia,Soul,6,6650000.0,5000000,8750000,2012,2022,136672.4
Lexus,GS 300,6,6316666.666666667,4500000,8500000,1998,2011,240000.0
Li,L7 Ultra,6,27998333.333333332,26500000,30000000,2024,2026,1.0
Li,L9,6,29199999.833333332,26000000,36700000,2022,2025,39335.833333333336
Li,L9 Ultra,6,33281666.666666668,31800000,35100000,2025,2026,55.0
Mazda,6,6,4358333.333333333,1550000,8500000,2003,2021,213087.5
Mercedes-Benz,190,6,1078333.3333333333,720000,1600000,1988,1992,50000.0
Mercedes-Benz,C 180,6,1221666.6666666667,500000,1800000,1994,1995,418388.75
Mercedes-Benz,G 63 AMG 4MATIC,6,108583333.33333333,71000000,203500000,2021,2025,35495.333333333336
Mercedes-Benz,GLC Coupe 300 4MATIC,6,47497562.333333336,43300000,51500000,2025,2025,9.666666666666666
Mercedes-Benz,Sprinter,6,9500000.0,3800000,14000000,1997,2010,335611.0
Mitsubishi,ASX,6,7351424.5,4400000,13200000,2011,2026,138195.66666666666
Mitsubishi,Galant,6,1240000.0,600000,2500000,1990,1997,377883.0
Mitsubishi,Lancer,6,3975000.0,1550000,11300000,2006,2009,271220.0
Nissan,Murano,6,7881666.666666667,3100000,18500000,2005,2022,165132.2
Nissan,Teana,6,4203333.166666667,2900000,4919999,2005,2011,289000.0
Renault,Sandero,6,3306666.6666666665,2400000,5200000,2012,2020,169509.33333333334
Rox,01,6,29016666.666666668,26500000,31000000,2024,2025,20150.0
Toyota,Camry Prestige,6,14233333.333333334,12100000,16200000,2019,2023,90492.83333333333
Toyota,Estima,6,5250000.0,4300000,6700000,1995,2012,183808.0
Toyota,Ipsum,6,3083333.3333333335,2550000,3500000,1996,2004,409333.3333333333
Volkswagen,Transporter,6,4733333.333333333,1500000,8500000,1992,2007,282484.25
ВАЗ,(Lada) 21099,6,1011666.6666666666,700000,1550000,1999,2003,200277.5
ВАЗ,(Lada) Lada 2121 Classic,6,6890000.0,6890000,6890000,2025,2025,
ВАЗ,(Lada) Lada 2121 Luxe,6,7190000.0,7190000,7190000,2025,2025,
ВАЗ,(Lada) Vesta SW Comfort CVT,6,10040000.0,10040000,10040000,2024,2025,
Audi,Q8 55 TFSI Quattro Advance,5,56106200.0,53910000,56910000,2024,2025,3.5
BMW,530 XDrive,5,28220000.0,14500000,33700000,2017,2025,67109.0
BYD,Seal 05,5,8097980.0,7500000,8600000,2025,2025,20.0
BYD,Song Pro,5,12693800.0,9900000,13599000,2025,2025,
Changan,CS55 Plus Comfort,5,9409352.8,8885588,11090000,2025,2025,10.0
Chery,Tiggo 8 Pro,5,8676000.0,5800000,11000000,2021,2024,37325.0
Chevrolet,Aveo,5,2948000.0,2150000,3600000,2011,2015,227666.66666666666
Chevrolet,Onix,5,5148000.0,4300000,5850000,2023,2024,47273.6
Chevrolet,Spark,5,4308000.0,3300000,5400000,2010,2023,101252.6
Deepal,G318,5,16388000.0,13000000,19500000,2024,2026,200.66666666666666
Deepal,S09,5,24288000.0,22000000,28000000,2025,2025,33.0
Deepal,S09 Ultra+,5,23260000.0,21400000,24000000,2025,2025,61.0
Denza,N9,5,38798000.0,33990000,46000000,2025,2026,499.5
GAC,Empow GL,5,9990000.0,9990000,9990000,2025,2025,
GAC,Empow GS,5,13990000.0,13990000,13990000,2025,2025,
GAC,GS4 Max Lux,5,11990000.0,11990000,11990000,2025,2025,
GAC,GS4 Max Premium,5,15490000.0,15490000,15490000,2025,2025,
GAC,GS8 GL,5,19490000.0,19490000,19490000,2024,2024,
GAC,GS8 GT,5,20490000.0,20490000,20490000,2024,2024,
GAC,GS8 GX,5,21990000.0,21990000,21990000,2024,2024,
Geely,Monjaro Flagship,5,16514000.0,13000000,19500000,2023,2026,29208.0
Hongqi,E-QM5,5,7558000.0,7000000,7990000,2024,2025,18013.333333333332
Hyundai,i20,5,6140000.0,3700000,7700000,2010,2023,108333.33333333333
Infiniti,FX35,5,5750000.0,4500000,7250000,2004,2007,265000.0
JAC,J7,5,6260000.0,5850000,7100000,2023,2023,59530.0
Lexus,ES 300h,5,9020000.0,7600000,12900000,2012,2015,201903.2
Mercedes-Benz,E 55 AMG,5,6920000.0,4900000,11000000,1997,2003,255064.0
Mercedes-Benz,G 55 AMG,5,25300000.0,16000000,45000000,2003,2011,158333.33333333334
Nissan,Almera Classic,5,2898000.0,2400000,3590000,2006,2012,215042.75
Nissan,Terrano,5,4720000.0,1200000,8000000,1992,2021,108840.0
Porsche,Panamera,5,33300000.0,19000000,60000000,2009,2017,88333.33333333333
Rox,Adamas,5,35300000.0,34200000,36100000,2026,2026,
Suzuki,Grand Vitara,5,5160000.0,4200000,6700000,2004,2008,248710.2
Toyota,Caldina,5,2370000.0,650000,4700000,1994,2003,380333.3333333333
Toyota,Hiace,5,21700000.0,4800000,48500000,1997,2025,161489.66666666666
Toyota,Highlander Luxe,5,19918000.0,10500000,27700000,2012,2026,116848.0
Toyota,Hilux Surf,5,3770000.0,2100000,7700000,1992,1997,291851.6666666667
Toyota,Tundra,5,36620000.0,13500000,58000000,2005,2026,141000.0
Toyota,Vellfire,5,10907862.8,6487089,20252225,2008,2016,188317.5
Volkswagen,Jetta,5,3030000.0,600000,6000000,1991,2017,176500.0
ВАЗ,(Lada) Vesta SW Enjoy,5,10540000.0,10540000,10540000,2025,2025,
Audi,A8,4,7162500.0,1650000,11000000,1995,2011,260000.0
Audi,Q7 55 TFSI,4,55505000.0,52810000,61450000,2024,2025,
BMW,328,4,6067500.0,1990000,11000000,1995,2015,161500.0
BMW,330,4,6600000.0,3200000,12500000,1996,2017,142500.0
BMW,730,4,3050000.0,1400000,5700000,1994,1995,234999.5
BMW,M6,4,27625000.0,13500000,38000000,2007,2016,59000.0
BMW,X5 M,4,24325000.0,10500000,60000000,2010,2021,94500.0
BMW,X7,4,71513910.25,45000000,98055641,2020,2025,31750.75
BYD,FangChengBao Leopard 8,4,35500000.0,34000000,38500000,2025,2026,7550.0
BYD,FangChengBao Titanium 7,4,21675000.0,20000000,23900000,2025,2026,50.0
BYD,Song Plus Flagship 100 DM-i,4,14447500.0,13300000,15700000,2025,2026,10.0
BYD,Song Plus Flagship 602 EV,4,13037500.0,12550000,13300000,2025,2025,25.0
Changan,CS35 Max Luxe,4,8990000.0,8990000,8990000,2026,2026,
Changan,Eado,4,7250000.0,7200000,7400000,2025,2025,
Changan,UNI-K,4,11700000.0,10500000,13000000,2023,2024,63333.333333333336
Chery,Tiggo 2,4,5300000.0,5000000,5600000,2023,2024,32250.0
Chery,Tiggo 8 Pro Max,4,10170000.0,8880000,11900000,2022,2023,52729.75
Chevrolet,Captiva,4,5295000.0,3990000,6800000,2008,2014,147973.5
Chevrolet,Cobalt Optimum AT,4,5940000.0,5790000,5990000,2025,2026,15.0
Chevrolet,Orlando,4,5425000.0,4200000,6500000,2013,2015,190502.5
Ford,Mondeo,4,2400000.0,700000,3800000,1994,2010,267146.75
Ford,Mustang,4,17864750.0,10000000,25000000,2009,2025,35232.0
GAC,GS3 Flagship,4,11290000.0,11290000,11290000,2025,2025,
GAC,GS8 GX+,4,22990000.0,22990000,22990000,2024,2024,
Geely,Coolray Comfort,4,9440000.0,9290000,9590000,2025,2025,
Geely,Coolray Flagship,4,9965000.0,8890000,10390000,2024,2025,26129.0
Geely,Emgrand Flagship,4,8690000.0,8690000,8690000,2025,2025,
Geely,Monjaro Premium,4,15690000.0,15690000,15690000,2025,2026,
Geely,Okavango Flagship,4,13517500.0,12700000,13790000,2025,2025,2494.0
Geely,Okavango Premium,4,12990000.0,12990000,12990000,2025,2025,
Haval,Jolion Premium 1.5T DCT (2WD),4,8847800.0,8847800,8847800,2026,2026,
Hyundai,Palisade Calligraphy 7,4,25422500.0,21900000,29000000,2023,2025,49723.25
Hyundai,Porter,4,11262500.0,7350000,14500000,2005,2024,175712.5
Hyundai,Starex,4,8460000.0,4200000,11000000,2006,2019,199474.33333333334
Hyundai,Tucson Luxe,4,14615000.0,12290000,16590000,2023,2024,34297.5
JAC,JS8 Luxury,4,11915000.0,11590000,12890000,2025,2026,
Jeep,Grand Cherokee,4,14422500.0,5190000,26000000,2002,2022,216650.33333333334
Jeep,Wrangler,4,19250000.0,6000000,25000000,1995,2022,99250.0
Jetour,X70 Plus,4,9635000.0,8340000,11200000,2023,2024,35750.0
Kia,Carnival,4,15572500.0,10800000,21500000,2015,2024,144779.25
Kia,Seltos Comfort 2WD,4,10990000.0,10990000,10990000,2025,2025,
Kia,Sportage Luxe,4,12565000.0,8290000,14990000,2016,2026,113000.0
Land,Rover Discovery,4,11997500.0,8000000,13690000,2008,2015,202666.66666666666
Land,Rover Range Rover Evoque,4,11447500.0,10000000,14890000,2014,2018,132750.0
Lexus,GX 470,4,10125000.0,9000000,11500000,2004,2006,283933.5
Lexus,LX 470,4,13422500.0,11500000,14990000,2004,2007,349530.6666666667
Lexus,RX 350 Executive+,4,41568350.0,38800000,42491700,2024,2025,8241.0
Mazda,323,4,810000.0,350000,1590000,1990,2002,397899.5
Mercedes-Benz,E 300,4,9475000.0,3000000,18000000,1991,2018,123000.0
Mercedes-Benz,E 350,4,5725000.0,3500000,8000000,2005,2011,145000.0
Mitsubishi,RVR,4,1070000.0,780000,1300000,1994,1998,388000.0
Nissan,Primera,4,2060000.0,1590000,2500000,1993,2003,351813.3333333333
Nissan,Tiida,4,4000000.0,2900000,5300000,2008,2013,176975.0
Skoda,Octavia,4,4750000.0,1000000,9500000,2006,2019,202000.0
Skoda,Yeti,4,4885000.0,4100000,6000000,2011,2014,242633.25
Soueast,S07 Flagship,4,12990000.0,12990000,12990000,2026,2026,
Subaru,Impreza,4,6900000.0,2200000,10200000,1995,2016,309000.0
Toyota,FJ Cruiser,4,17688888.75,14555555,25200000,2006,2019,223828.33333333334
Toyota,Land Cruiser Prado Comfort,4,21087500.0,18300000,22900000,2017,2020,129250.75
Toyota,Land Cruiser Prado Comfort+,4,29107500.0,22200000,32990000,2021,2025,75471.5
Toyota,RAV4 Luxe,4,19375000.0,18000000,21000000,2024,2026,11821.333333333334
Volkswagen,Touareg,4,7144722.0,5300000,8888888,2005,2011,301250.0
Zeekr,001 Flagship,4,25990000.0,25990000,25990000,2026,2026,
Zeekr,8x,4,42535000.0,37690000,47000000,2026,2026,
ВАЗ,(Lada) 2107,4,1000000.0,450000,1650000,2000,2012,113870.33333333333
ВАЗ,(Lada) 2109,4,900000.0,350000,1450000,1995,2004,225000.0
ВАЗ,(Lada) 2110,4,812500.0,400000,1250000,2001,2006,428238.5
ВАЗ,(Lada) Kalina 1118,4,830000.0,670000,1100000,2006,2010,372628.5
ВАЗ,(Lada) Niva Travel Comfort,4,8390000.0,8390000,8390000,2025,2025,
BMW,550,3,21333333.333333332,6500000,32000000,2005,2021,84500.0
BMW,740,3,29263333.333333332,2500000,74990000,1994,2024,218571.66666666666
BMW,M4,3,53666666.666666664,52000000,57000000,2022,2023,31778.0
BMW,X3,3,19800000.0,12000000,24900000,2014,2021,84233.33333333333
BMW,X5 XDrive 40i,3,43927307.0,21630000,72411921,2019,2025,46565.333333333336
BYD,Destroyer 05 Luxury,3,7863333.333333333,7800000,7990000,2025,2025,40.0
BYD,Han,3,15763333.333333334,13800000,16990000,2025,2026,2333.0
Changan,Alsvin,3,5350000.0,5100000,5500000,2024,2025,24505.333333333332
Changan,CS75 Plus Tech,3,12926666.666666666,10800000,13990000,2025,2026,
Changan,Eado Enjoy,3,8266666.666666667,8000000,8800000,2025,2025,
Changan,X5 Plus Beyond,3,7660000.0,7600000,7690000,2025,2026,10.666666666666666
Changan,X5 Plus Excellence,3,7866666.666666667,7800000,8000000,2025,2025,14.666666666666666
Chevrolet,Captiva Premier,3,12690000.0,12690000,12690000,2025,2025,9.0
Chevrolet,Lanos,3,916666.6666666666,650000,1100000,2005,2008,180370.33333333334
Chevrolet,Onix LTZ,3,7190000.0,6990000,7590000,2025,2026,
Chevrolet,Onix Premier 1,3,7756666.666666667,7290000,7990000,2025,2026,15.0
Chevrolet,Tracker,3,6860000.0,5490000,8800000,2014,2024,83533.66666666667
Dodge,Challenger,3,16333333.333333334,14000000,18000000,2008,2022,5000.0
FAW,T80,3,7666666.666666667,7500000,8000000,2024,2025,16.666666666666668
Ford,Explorer,3,10066666.666666666,5500000,13200000,2005,2017,75500.0
Ford,F-Series,3,34333333.333333336,23000000,55000000,2020,2022,68000.0
Ford,Focus,3,4266666.666666667,3200000,4900000,2012,2017,180333.33333333334
GAC,GS3 Comfort,3,10490000.0,10490000,10490000,2025,2025,
Geely,Atlas Comfort,3,11623333.333333334,11290000,12290000,2025,2026,
Geely,Coolray,3,8830000.0,7400000,10500000,2022,2026,26336.666666666668
Genesis,GV70 2.5T,3,34804421.666666664,33701437,37010391,2025,2025,
Haval,H6,3,9583333.333333334,8900000,10550000,2023,2024,46666.666666666664
Haval,M6 Elite 1.5T DCT,3,8519800.0,8519800,8519800,2026,2026,
Honda,Civic,3,2966666.6666666665,1400000,3800000,1997,2008,195500.0
Hyundai,Santa Fe High-Tech,3,14693333.333333334,11100000,16990000,2019,2023,64714.333333333336
Hyundai,Solaris,3,5483333.333333333,4800000,5900000,2014,2015,159666.66666666666
Hyundai,Tucson Travel 2.0 AT 4WD,3,10866666.666666666,9700000,12900000,2018,2023,57921.0
Hyundai,Tucson Travel 2.5 AT 4WD,3,13493333.333333334,12990000,13990000,2024,2024,57030.333333333336
Hyundai,i30,3,7950000.0,6550000,9000000,2013,2023,52400.0
JAC,J7 Plus Flagship,3,9756666.666666666,8890000,10190000,2024,2025,
JAC,S3 Pro Intelligent CVT,3,6890000.0,6690000,6990000,2025,2026,
Jaecoo,J8 Premium DTV,3,15990000.0,15990000,15990000,2025,2025,
Jetour,X90 Plus,3,10763333.333333334,9300000,13490000,2023,2025,35000.0
Kia,Bongo,3,9100000.0,7600000,11700000,2019,2024,80891.66666666667
Kia,K5 Prestige,3,13693333.333333334,12290000,14800000,2023,2025,26392.0
Kia,Picanto,3,5933333.333333333,4900000,6700000,2014,2022,37566.666666666664
Lexus,GS 350,3,11166666.666666666,8500000,14500000,2008,2015,163629.33333333334
Lexus,LX 700h VIP,3,88066666.66666667,85000000,90200000,2025,2026,
Lexus,NX 200,3,13266666.666666666,9800000,16000000,2015,2019,153682.66666666666
Lexus,NX 200t,3,12666666.666666666,10000000,15000000,2015,2016,136166.66666666666
